movie_id,title,original_language,release_date,runtime
card+subject+to+change+2010,Card Subject To Change,en,2010-02-13,87
palmetto+1998,Palmetto,en,1998-02-20,114
ten+little+indians+1974,Ten Little Indians,en,1974-09-24,98
the+cider+house+rules+1999,The Cider House Rules,en,1999-12-17,126
stalag+17+1953,Stalag 17,en,1953-05-29,120
pride+and+glory+2008,Pride and Glory,en,2008-09-09,130
the+grim+reaper+1980,The Grim Reaper,it,1980-08-07,90
green+lantern+2011,Green Lantern,en,2011-06-16,114
neon+flesh+2010,Neon Flesh,es,2010-10-09,101
to+kill+a+priest+1988,To Kill a Priest,en,1988-01-01,117
directed+by+john+ford+1971,Directed by John Ford,en,1971-10-06,99
shrink+2009,Shrink,en,2009-06-08,104
valley+of+head+hunters+1953,Valley of Head Hunters,en,1953-07-29,67
in+china+they+eat+dogs+1999,In China They Eat Dogs,da,1999-09-10,91
the+night+of+the+shooting+stars+1982,The Night of the Shooting Stars,it,1982-09-16,105
act+da+fool+2010,Act da Fool,en,2010-09-02,4
front+page+woman+1935,Front Page Woman,en,1935-07-11,82
until+the+light+takes+us+2008,Until the Light Takes Us,en,2008-01-01,93
the+manhattan+project+1986,The Manhattan Project,en,1986-06-13,118
the+damned+1969,The Damned,it,1969-10-13,156
the+dead+zone+1983,The Dead Zone,en,1983-10-21,103
the+jodorowsky+constellation+1994,The Jodorowsky Constellation,en,1994-01-01,91
the+raiders+of+atlantis+1983,The Raiders of Atlantis,it,1983-11-25,92
the+trail+of+the+lonesome+pine+1936,The Trail of the Lonesome Pine,en,1936-03-13,102
los+flamencos+2013,Los Flamencos,en,2013-09-07,0
meteor+2009,Meteor,es,2009-10-09,188
un+dimanche++kigali+2006,Un Dimanche à Kigali,fr,2006-04-03,118
restaurant+1998,Restaurant,en,1998-04-18,107
war+of+the+arrows+2011,War of the Arrows,ko,2011-08-10,122
every+other+weekend+1990,Every Other Weekend,fr,1990-08-28,104
salvador+puig+antich+2006,Salvador (Puig Antich),en,2006-05-23,137
clear+history+2013,Clear History,en,2013-08-10,100
seaside+2002,Seaside,en,2002-05-01,90
a+bay+of+blood+1971,A Bay of Blood,it,1971-08-08,84
clean+and+sober+1988,Clean and Sober,en,1988-08-10,124
the+conformist+1970,The Conformist,it,1970-10-21,107
virgin+mary+1995,Virgin Mary,en,1995-10-12,125
the+sons+room+2001,The Son's Room,it,2001-03-09,99
the+snowman+1982,The Snowman,en,1982-12-26,26
acadia+acadia+1971,Acadia Acadia?!?,fr,1971-01-01,118
david+et+madame+hansen+2012,David et Madame Hansen,fr,2012-08-29,89
sssssss+1973,Sssssss,en,1973-07-06,99
silmido+2003,Silmido,ko,2003-12-24,135
desk+set+1957,Desk Set,en,1957-08-02,103
bandidos+1991,Bandidos,en,1991-08-09,95
aya+of+yop+city+2013,Aya of Yop City,fr,2013-07-17,84
sergeant+rutledge+1960,Sergeant Rutledge,en,1960-05-18,111
the+man+2005,The Man,en,2005-09-08,83
nude+nuns+with+big+guns+2010,Nude Nuns With Big Guns,en,2010-09-24,90
loners+2000,Loners,cs,2000-04-13,103
the+lost+weekend+1945,The Lost Weekend,en,1945-11-25,101
unrated+ii+scary+as+hell+2011,Unrated II: Scary as Hell,de,2011-02-26,72
la+grande+bouffe+1973,La Grande Bouffe,fr,1973-05-16,135
floating+weeds+1959,Floating Weeds,ja,1959-11-17,119
no+way+out+1950,No Way Out,en,1950-08-16,106
make+the+yuletide+gay+2009,Make the Yuletide Gay,en,2009-11-01,89
wrong+2012,Wrong,fr,2012-09-05,94
the+pentagon+wars+1998,The Pentagon Wars,en,1998-02-28,104
nuremberg+2000,Nuremberg,en,2000-07-16,180
talent+for+the+game+1991,Talent for the Game,en,1991-04-26,91
a+chinese+ghost+story+1987,A Chinese Ghost Story,cn,1987-07-18,98
union+square+2011,Union Square,en,2011-07-07,80
the+new+land+1972,The New Land,sv,1972-01-01,204
cant+help+singing+1944,Can't Help Singing,en,1944-12-25,90
the+order+of+myths+2008,The Order of Myths,en,2008-07-05,97
kabhi+khushi+kabhie+gham+2001,Kabhi Khushi Kabhie Gham,hi,2001-12-14,210
the+bitter+tears+of+petra+von+kant+1972,The Bitter Tears of Petra von Kant,de,1972-10-05,124
twin+sisters+2002,Twin Sisters,nl,2002-12-11,137
the+passenger+1975,The Passenger,it,1975-02-28,121
twin+sitters+1994,Twin Sitters,en,1994-10-01,93
seven+minutes+2009,Seven Minutes,en,2009-06-12,102
bewitched+2005,Bewitched,en,2005-06-21,102
bickford+shmecklers+cool+ideas+2006,Bickford Shmeckler's Cool Ideas,en,2006-06-02,79
the+heiress+1949,The Heiress,en,1949-10-06,115
captain+ron+1992,Captain Ron,en,1992-09-18,100
the+return+of+martin+guerre+1982,The Return of Martin Guerre,fr,1982-05-12,122
silent+light+2007,Silent Light,de,2007-10-02,142
puppetry+of+the+penis+live+at+the+forum+2001,Puppetry of the Penis: Live at the Forum,en,2001-01-01,52
this+time+around+2003,This Time Around,en,2003-06-22,0
blow+out+1981,Blow Out,en,1981-07-24,108
its+my+mothers+birthday+today+2008,It's My Mother's Birthday Today,en,2008-01-01,5
marc+maron+thinky+pain+2013,Marc Maron: Thinky Pain,en,2013-10-07,90
the+redemption+of+general+butt+naked+2011,The Redemption of General Butt Naked,en,2011-01-01,85
wanda+nevada+1979,Wanda Nevada,en,1979-06-01,107
afstiros+katallilo+2008,Afstiros katallilo,en,2008-10-23,102
a+short+film+about+killing+1989,A Short Film About Killing,pl,1989-01-26,84
a+midsummer+nights+sex+comedy+1982,A Midsummer Night's Sex Comedy,en,1982-07-16,88
april+in+paris+1952,April in Paris,en,1952-12-24,94
prime+suspect+2+1992,Prime Suspect 2,en,1992-12-05,203
the+edukators+2004,The Edukators,de,2004-10-25,127
boys+and+girls+2000,Boys and Girls,en,2000-06-16,94
the+myth+2005,The Myth,zh,2005-05-11,118
kick-ass+2+2013,Kick-Ass 2,en,2013-07-17,103
matinee+1993,Matinee,en,1993-01-29,99
murmur+of+the+heart+1971,Murmur of the Heart,fr,1971-04-27,118
dark+touch+2013,Dark Touch,en,2013-09-27,90
the+watch+2012,The Watch,en,2012-07-26,98
its+kind+of+a+funny+story+2010,It's Kind of a Funny Story,en,2010-07-06,101
the+world+of+kanako+2014,The World of Kanako,ja,2014-07-04,118
we+were+here+2011,We Were Here,en,2011-09-09,90
sugar+cane+alley+1983,Sugar Cane Alley,fr,1983-09-21,103
sorry_+wrong+number+1948,"Sorry, Wrong Number",en,1948-09-01,89
itty+bitty+titty+committee+2007,Itty Bitty Titty Committee,en,2007-02-09,87
flash+gordon+trip+to+mars+1938,Flash Gordon: Trip to Mars,en,1938-03-21,229
hotel+transylvania+2012,Hotel Transylvania,en,2012-09-20,91
how+i+ended+this+summer+2010,How I Ended This Summer,ru,2010-02-17,124
plunkett++macleane+1999,Plunkett & MacLeane,en,1999-01-22,93
life+with+mikey+1993,Life With Mikey,en,1993-06-04,91
all+watched+over+by+machines+of+loving+grace+2011,All Watched Over by Machines of Loving Grace,en,2011-06-06,177
the+killings+at+outpost+zeta+1980,The Killings at Outpost Zeta,en,1980-02-25,89
princess+blade+2001,Princess Blade,ja,2001-12-15,95
the+front+page+1931,The Front Page,en,1931-04-04,101
paulie+1998,Paulie,en,1998-04-17,91
i+confess+1953,I Confess,en,1953-02-28,95
far+side+of+the+moon+2003,Far Side of the Moon,fr,2003-09-09,105
our+town+2003,Our Town,en,2003-05-24,120
halloweentown+ii+kalabars+revenge+2001,Halloweentown II: Kalabar's Revenge,en,2001-10-12,81
the+lost+boys+1987,The Lost Boys,en,1987-07-31,97
whos+singin+over+there+1980,Who's Singin' Over There?,sr,1980-01-01,86
the+hidden+blade+2004,The Hidden Blade,ja,2004-10-30,132
drunk+stoned+brilliant+dead+the+story+of+the+national+lampoon+2015,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,en,2015-01-25,93
drei+stunden+2013,Drei Stunden,de,2013-07-24,90
lore+2012,Lore,de,2012-08-02,108
kansas+city+confidential+1952,Kansas City Confidential,en,1952-11-11,99
the+disappearance+of+alice+creed+2009,The Disappearance of Alice Creed,en,2009-09-12,100
geography+club+2013,Geography Club,en,2013-05-22,79
shadow+of+the+thin+man+1941,Shadow of the Thin Man,en,1941-11-21,97
the+collector+2005,The Collector,pl,2005-09-14,100
lotte+reiniger+homage+to+the+inventor+of+the+silhouette+film+2001,Lotte Reiniger: Homage to the Inventor of the Silhouette Film,en,2001-11-19,0
aka+tommy+chong+2006,a/k/a Tommy Chong,en,2006-06-14,84
the+little+foxes+1941,The Little Foxes,en,1941-08-20,115
the+celebration+1998,The Celebration,da,1998-05-20,105
hawks+and+sparrows+1966,Hawks and Sparrows,it,1966-01-05,89
armageddon+1977,Armageddon,fr,1977-03-16,0
dead+reckoning+1947,Dead Reckoning,en,1947-01-16,100
peter+ibbetson+1935,Peter Ibbetson,en,1935-11-07,88
911+in+plane+site+2004,911 in Plane Site,en,2004-01-01,52
a+necessary+death+2008,A Necessary Death,en,2008-03-08,101
the+naked+man+1998,The Naked Man,en,1998-08-02,98
the+cowboy+way+1994,The Cowboy Way,en,1994-06-03,102
red+beard+1965,Red Beard,ja,1965-04-03,185
dragon+crusaders+2011,Dragon Crusaders,en,2011-09-27,90
youve+been+trumped+2012,You've Been Trumped,en,2012-07-06,95
bizarre+2015,Bizarre,en,2015-02-07,99
the+matrix+reloaded+2003,The Matrix Reloaded,en,2003-05-15,138
the+hearse+1980,The Hearse,en,1980-06-01,95
the+widow+of+saint-pierre+2000,The Widow of Saint-Pierre,en,2000-01-01,112
soul+surfer+2011,Soul Surfer,en,2011-04-08,106
stardust+2007,Stardust,en,2007-08-09,127
weddings+and+babies+1958,Weddings and Babies,en,1958-01-31,81
1900+1976,1900,it,1976-09-03,317
the+sorcerers+apprentice+2010,The Sorcerer's Apprentice,en,2010-07-13,109
do+the+right+thing+1989,Do the Right Thing,en,1989-06-30,120
john+doe+vigilante+2014,John Doe: Vigilante,en,2014-03-21,93
dancing+in+september+2001,Dancing in September,en,2001-02-03,107
the+reckoning+2003,The Reckoning,en,2003-08-06,112
the+day+the+earth+caught+fire+1961,The Day the Earth Caught Fire,en,1961-11-01,98
sinbad+of+the+seven+seas+1989,Sinbad of the Seven Seas,en,1989-04-01,93
the+counselor+2013,The Counselor,en,2013-10-25,117
triumph+of+the+spirit+1989,Triumph of the Spirit,en,1989-01-01,120
kidnapping_+caucasian+style+1967,"Kidnapping, Caucasian Style",ru,1967-04-03,82
vicky+cristina+barcelona+2008,Vicky Cristina Barcelona,en,2008-08-15,96
anna+karenina+2012,Anna Karenina,en,2012-09-06,130
pretty+baby+1978,Pretty Baby,en,1978-04-05,110
the+final+season+2007,The Final Season,en,2007-10-12,119
titanic+1953,Titanic,en,1953-04-11,98
the+canal+2014,The Canal,en,2014-10-10,92
ankur+1974,Ankur,hi,1974-07-20,125
the+return+of+dracula+1958,The Return of Dracula,en,1958-04-01,77
budd+boetticher+a+man+can+do+that+2005,Budd Boetticher: A Man Can Do That,en,2005-12-02,86
safe+conduct+2002,Safe Conduct,fr,2002-01-09,170
the+craft+1996,The Craft,en,1996-05-03,101
easy+living+1937,Easy Living,en,1937-07-16,88
byzantium+2012,Byzantium,en,2012-09-09,118
werner+-+gekotzt+wird+spter+2003,Werner - Gekotzt wird später!,de,2003-07-17,80
tarzan+finds+a+son+1939,Tarzan Finds a Son!,en,1939-06-16,82
kiss+the+bride+2002,Kiss The Bride,en,2002-10-16,89
the+sessions+2012,The Sessions,en,2012-05-02,98
the+next+three+days+2010,The Next Three Days,en,2010-11-18,133
pavement+slow+century+2002,Pavement: Slow Century,en,2002-10-22,85
the+ice+house+1997,The Ice House,en,1997-04-04,172
khumba+2013,Khumba,en,2013-07-18,85
that+lady+in+ermine+1948,That Lady in Ermine,en,1948-08-24,89
i+knew+it+was+you+rediscovering+john+cazale+2009,I Knew It Was You: Rediscovering John Cazale,en,2009-01-16,39
amor+2011,Amor?,pt,2011-06-07,0
on+golden+pond+1981,On Golden Pond,en,1981-12-04,109
treacle+jr.+2010,Treacle Jr.,en,2010-10-06,80
24+city+2008,24 City,zh,2008-09-27,112
robinson+crusoe+1997,Robinson Crusoe,en,1997-06-11,92
the+house+of+the+devil+2009,The House of the Devil,en,2009-04-25,95
mephisto+1981,Mephisto,de,1981-04-29,144
mirror+1975,Mirror,ru,1975-03-07,106
mystery+of+the+wax+museum+1933,Mystery of the Wax Museum,en,1933-02-18,77
beware+of+a+holy+whore+1971,Beware of a Holy Whore,de,1971-08-28,103
guess+whos+coming+to+dinner+1967,Guess Who's Coming to Dinner,en,1967-12-11,108
a+matter+of+life+and+death+1946,A Matter of Life and Death,en,1946-08-22,104
its+a+wonderful+life+1946,It's a Wonderful Life,en,1946-12-20,130
cannibal+holocaust+1980,Cannibal Holocaust,it,1980-02-07,95
capturing+the+friedmans+2003,Capturing the Friedmans,en,2003-05-30,107
homegrown+1998,Homegrown,en,1998-01-01,102
the+chinese+cat+1944,The Chinese Cat,en,1944-05-20,66
fire+on+the+mountain+1996,Fire on the Mountain,en,1996-11-29,72
gabriel+2007,Gabriel,ab,2007-11-15,109
hidden+agenda+2001,Hidden Agenda,tr,2001-05-12,94
the+member+of+the+wedding+1952,The Member of the Wedding,en,1952-12-25,93
the+horseman+on+the+roof+1995,The Horseman on the Roof,en,1995-09-20,135
gunfight+at+the+o.k.+corral+1957,Gunfight at the O.K. Corral,en,1957-05-30,122
the+lodger+2009,The Lodger,en,2009-01-14,96
jfk+1991,JFK,en,1991-12-20,189
mutual+appreciation+2005,Mutual Appreciation,en,2005-03-01,109
quatermass+ii+1957,Quatermass II,en,1957-05-24,85
plastic+2014,Plastic,en,2014-04-30,102
24+hour+party+people+2002,24 Hour Party People,en,2002-02-13,117
patton+oswalt+my+weakness+is+strong+2009,Patton Oswalt: My Weakness Is Strong,en,2009-08-25,63
disconnect+2012,Disconnect,en,2012-09-11,115
trust+me+2010,Trust Me,sv,2010-08-20,109
the+abandoned+2006,The Abandoned,en,2006-09-11,99
the+mortician+2011,The Mortician,en,2011-02-15,91
under+the+volcano+1984,Under the Volcano,en,1984-06-12,112
grand+hotel+1932,Grand Hotel,en,1932-05-25,112
tickets+2005,Tickets,it,2005-03-25,109
criminal+justice+1990,Criminal Justice,en,1990-09-08,90
happy+gilmore+1996,Happy Gilmore,en,1996-02-16,92
armour+of+god+ii+operation+condor+1991,Armour of God II: Operation Condor,cn,1991-02-07,106
girl+model+2011,Girl Model,en,2011-09-08,78
7th+heaven+1927,7th Heaven,en,1927-01-01,110
werewolf+of+london+1935,Werewolf of London,en,1935-05-13,75
poetical+refugee+2000,Poetical Refugee,en,2000-09-04,130
a+beautiful+mind+2001,A Beautiful Mind,en,2001-12-11,135
brief+crossing+2001,Brief Crossing,fr,2001-03-06,80
the+bride+wore+black+1968,The Bride Wore Black,fr,1968-03-22,107
gervaise+1956,Gervaise,fr,1956-09-05,112
under+the+roofs+of+paris+1930,Under the Roofs of Paris,fr,1930-01-02,96
welcome+back_+mr.+mcdonald+1997,"Welcome Back, Mr. McDonald",ja,1997-11-08,103
shanghai+ghetto+2002,Shanghai Ghetto,en,2002-02-28,95
the+thief+of+bagdad+1924,The Thief of Bagdad,en,1924-03-18,149
the+asphalt+jungle+1950,The Asphalt Jungle,en,1950-05-22,112
jason+becker+not+dead+yet+2012,Jason Becker: Not Dead Yet,en,2012-03-03,87
turkish+delight+1973,Turkish Delight,nl,1973-02-22,112
the+woman+in+the+window+1944,The Woman in the Window,en,1944-11-03,99
chelsea+girls+1966,Chelsea Girls,en,1966-09-15,210
mnchhausen+1943,Münchhausen,de,1943-03-05,134
enemy+of+the+state+1998,Enemy of the State,en,1998-11-20,132
a+sense+of+history+1992,A Sense of History,en,1992-01-01,22
cutters+way+1981,Cutter's Way,en,1981-03-19,105
anchorman+2+the+legend+continues+2013,Anchorman 2: The Legend Continues,en,2013-12-18,119
when+harry+met+sally...+1989,When Harry Met Sally...,en,1989-07-21,96
mega+piranha+2010,Mega Piranha,en,2010-04-10,92
my+afternoons+with+margueritte+2010,My Afternoons with Margueritte,fr,2010-06-02,82
body+and+soul+1947,Body and Soul,en,1947-11-09,104
im+gonna+git+you+sucka+1988,I'm Gonna Git You Sucka,en,1988-11-10,88
the+wild+child+1970,The Wild Child,fr,1970-02-26,83
quill++the+life+of+a+guide+dog+2004,Quill:  The Life of a Guide Dog,ja,2004-03-13,100
me_+you_+them+2000,"Me, You, Them",pt,2000-08-17,104
barbarian+queen+1985,Barbarian Queen,en,1985-11-30,70
30+minutes+or+less+2011,30 Minutes or Less,en,2011-08-11,83
race+2008,Race,en,2008-03-20,161
mandela+long+walk+to+freedom+2013,Mandela: Long Walk to Freedom,en,2013-12-06,141
b.u.s.t.e.d+1999,B.U.S.T.E.D,en,1999-03-20,97
the+mechanic+1972,The Mechanic,en,1972-10-06,100
whos+that+girl+1987,Who's That Girl,en,1987-08-07,92
les+carabiniers+1963,Les Carabiniers,fr,1963-05-31,85
for+your+eyes+only+1981,For Your Eyes Only,en,1981-06-23,127
the+hucksters+1947,The Hucksters,en,1947-08-27,115
the+joyless+street+1925,The Joyless Street,de,1925-03-01,150
the+last+man+on+earth+1964,The Last Man on Earth,en,1964-03-08,86
man+with+a+movie+camera+1929,Man with a Movie Camera,ru,1929-01-08,68
joshua+tree+1993,Joshua Tree,en,1993-08-04,106
killing+us+softly+4+advertisings+image+of+women+2010,Killing Us Softly 4: Advertising's Image Of Women,en,2010-01-01,45
route+irish+2011,Route Irish,en,2011-03-16,109
kiss+of+the+damned+2012,Kiss of the Damned,en,2012-11-07,95
symbol+2009,Symbol,ja,2009-09-12,93
fanboys+2009,Fanboys,en,2009-02-06,90
vincere+2009,Vincere,it,2009-05-19,128
the+maid+2009,The Maid,es,2009-10-16,115
jackass+3.5+2011,Jackass 3.5,en,2011-08-03,85
sissi+the+young+empress+1956,Sissi: The Young Empress,de,1956-12-18,107
home+alone+the+holiday+heist+2012,Home Alone: The Holiday Heist,en,2012-11-25,87
ikigami+the+ultimate+limit+2008,Ikigami: The Ultimate Limit,ja,2008-09-26,133
who+killed+the+electric+car+2006,Who Killed the Electric Car?,en,2006-08-04,92
endgame+2009,Endgame,en,2009-01-18,109
racing+with+the+moon+1984,Racing with the Moon,en,1984-03-23,108
eye+in+the+sky+2007,Eye in the Sky,cn,2007-06-21,90
luxo+jr.+1986,Luxo Jr.,en,1986-08-17,2
a+late+quartet+2012,A Late Quartet,en,2012-11-02,105
the+reader+2008,The Reader,en,2008-12-10,124
polisse+2011,Polisse,fr,2011-10-06,127
mystery+on+monster+island+1981,Mystery on Monster Island,en,1981-04-03,105
thurgood+2011,Thurgood,en,2011-02-24,105
the+assignment+1997,The Assignment,en,1997-09-28,119
cave+of+forgotten+dreams+2010,Cave of Forgotten Dreams,en,2010-09-10,90
until+september+1984,Until September,en,1984-09-21,95
casino+jack+and+the+united+states+of+money+2010,Casino Jack and the United States of Money,en,2010-05-09,118
train+ride+to+hollywood+1975,Train Ride to Hollywood,en,1975-10-01,89
empty+nest+2008,Empty Nest,es,2008-04-24,91
a+midsummer+nights+dream+1999,A Midsummer Night's Dream,en,1999-04-25,116
the+killing+of+america+1981,The Killing of America,en,1981-09-05,90
the+gruffalos+child+2011,The Gruffalo's Child,en,2011-12-25,26
the+long_+hot+summer+1958,"The Long, Hot Summer",en,1958-04-03,115
koko+a+talking+gorilla+1978,Koko: A Talking Gorilla,en,1978-10-01,85
batman+mask+of+the+phantasm+1993,Batman: Mask of the Phantasm,en,1993-12-25,76
the+tree_+the+mayor+and+the+mediatheque+1993,"The Tree, the Mayor and the Mediatheque",fr,1993-02-10,105
what+if+2013,What If,en,2013-09-07,93
ah_+wilderness+1935,"Ah, Wilderness!",en,1935-12-06,98
and+while+we+were+here+2013,And While We Were Here,en,2013-09-13,83
far+from+home+1989,Far from Home,en,1989-06-30,86
distant+thunder+1988,Distant Thunder,en,1988-11-11,114
mad+detective+2007,Mad Detective,zh,2007-11-29,91
diamonds+1999,Diamonds,en,1999-12-10,91
sunburn+1979,Sunburn,en,1979-08-10,99
romance++cigarettes+2005,Romance & Cigarettes,en,2005-09-13,105
the+fall+2008,The Fall,en,2008-01-03,117
dont+look+now+were+being+shot+at+1966,Don't Look Now: We're Being Shot At,fr,1966-12-07,132
the+snow+woman+1968,The Snow Woman,ja,1968-04-20,79
henry+portrait+of+a+serial+killer+1986,Henry: Portrait of a Serial Killer,en,1986-09-24,83
in+the+name+of+the+king+iii+2013,In the Name of the King III,en,2013-12-27,85
the+comdads+1983,The ComDads,fr,1983-11-23,92
she+wouldnt+say+yes+1945,She Wouldn't Say Yes,en,1945-11-29,87
we+cause+scenes+2014,We Cause Scenes,en,2014-01-08,86
bicycle+thieves+1948,Bicycle Thieves,it,1948-11-24,93
sherlock+holmes+and+the+voice+of+terror+1942,Sherlock Holmes and the Voice of Terror,en,1942-09-18,65
message+to+love+the+isle+of+wight+festival+1996,Message to Love: The Isle of Wight Festival,en,1996-02-15,127
the+namesake+2006,The Namesake,en,2006-09-02,122
vision+quest+1985,Vision Quest,en,1985-02-15,105
himizu+2011,Himizu,ja,2011-09-06,129
crystal+fairy++the+magical+cactus+2013,Crystal Fairy & the Magical Cactus,en,2013-07-12,98
bad+company+1972,Bad Company,en,1972-10-08,93
new+york+in+the+50s+2001,New York in the 50's,en,2001-02-09,72
skeleton+man+2004,Skeleton Man,en,2004-03-01,89
god+is+the+bigger+elvis+2012,God is the Bigger Elvis,en,2012-04-01,37
12+2007,12,ru,2007-06-06,159
life+as+we+know+it+2010,Life As We Know It,en,2010-10-02,114
couples+retreat+2009,Couples Retreat,en,2009-09-19,113
vantage+point+2008,Vantage Point,en,2008-02-01,90
stander+2003,Stander,en,2003-01-01,116
unfinished+sky+2007,Unfinished Sky,,2007-08-04,94
garlic+is+as+good+as+ten+mothers+1980,Garlic Is As Good As Ten Mothers,en,1980-10-12,51
the+woodsman+2004,The Woodsman,en,2004-12-24,87
the+land+1969,The Land,ar,1969-01-01,130
indiscreet+1958,Indiscreet,en,1958-06-26,100
private+lives+1931,Private Lives,en,1931-12-12,84
omega+doom+1996,Omega Doom,en,1996-01-01,84
the+stepdaughter+2000,The Stepdaughter,en,2000-10-31,92
